    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      2.10       3.65         -2184.872667      -1371028.298026            53.127462
      2.10       3.60         -2184.872862      -1371028.420390            53.005098
      2.10       3.55         -2184.873495      -1371028.817604            52.607884
      2.10       3.50         -2184.874372      -1371029.367930            52.057558
      2.10       3.45         -2184.874751      -1371029.605756            51.819732
      2.10       3.40         -2184.876167      -1371030.494309            50.931179
      2.10       3.35         -2184.876850      -1371030.922898            50.502590
      2.10       3.30         -2184.877335      -1371031.227240            50.198248
      2.10       3.25         -2184.877500      -1371031.330779            50.094709
      2.10       3.20         -2184.878185      -1371031.760623            49.664865
      2.10       3.15         -2184.878731      -1371032.103244            49.322245
      2.10       3.10         -2184.878928      -1371032.226863            49.198625
      2.10       3.05         -2184.879474      -1371032.569483            48.856005
      2.10       3.00         -2184.879558      -1371032.622194            48.803294
      2.10       2.95         -2184.880077      -1371032.947871            48.477617
      2.10       2.90         -2184.880074      -1371032.945989            48.479499
      2.10       2.85         -2184.880377      -1371033.136124            48.289364
      2.10       2.80         -2184.880611      -1371033.282961            48.142527
      2.10       2.75         -2184.880454      -1371033.184442            48.241046
      2.10       2.70         -2184.880383      -1371033.139889            48.285599
      2.10       2.65         -2184.880343      -1371033.114789            48.310699
      2.10       2.60         -2184.879994      -1371032.895788            48.529700
      2.10       2.55         -2184.879736      -1371032.733891            48.691598
      2.10       2.50         -2184.879557      -1371032.621566            48.803922
      2.10       2.45         -2184.879291      -1371032.454649            48.970839
      2.10       2.40         -2184.879373      -1371032.506105            48.919384
      2.10       2.35         -2184.879500      -1371032.585798            48.839690
      2.10       2.30         -2184.880320      -1371033.100356            48.325132
      2.10       2.25         -2184.881223      -1371033.666997            47.758491
      2.10       2.20         -2184.882922      -1371034.733136            46.692352
      2.10       2.15         -2184.884814      -1371035.920384            45.505105
      2.10       2.10         -2184.887538      -1371037.629720            43.795769
      2.10       2.05         -2184.890458      -1371039.462047            41.963441
      2.10       2.00         -2184.893947      -1371041.651428            39.774061
      2.10       1.95         -2184.898170      -1371044.301400            37.124088
      2.10       1.90         -2184.902285      -1371046.883602            34.541887
      2.10       1.85         -2184.906445      -1371049.494041            31.931447
      2.10       1.80         -2184.911987      -1371052.971699            28.453790
      2.10       1.75         -2184.915830      -1371055.383218            26.042271
      2.10       1.70         -2184.919269      -1371057.541223            23.884266
      2.10       1.65         -2184.921904      -1371059.194710            22.230778
      2.10       1.60         -2184.923493      -1371060.191823            21.233666
      2.10       1.55         -2184.923622      -1371060.272771            21.152717
      2.10       1.50         -2184.921816      -1371059.139489            22.285999
      2.05       3.95         -2184.864973      -1371023.469968            57.955520
      2.05       3.90         -2184.865640      -1371023.888517            57.536971
      2.05       3.85         -2184.866220      -1371024.252473            57.173016
      2.05       3.80         -2184.866594      -1371024.487161            56.938327
      2.05       3.75         -2184.867100      -1371024.804681            56.620807
      2.05       3.70         -2184.867672      -1371025.163616            56.261872
      2.05       3.65         -2184.868339      -1371025.582165            55.843323
      2.05       3.60         -2184.868852      -1371025.904078            55.521411
      2.05       3.55         -2184.871530      -1371027.584548            53.840940
      2.05       3.50         -2184.872426      -1371028.146796            53.278692
      2.05       3.45         -2184.872874      -1371028.427921            52.997568
      2.05       3.40         -2184.873722      -1371028.960049            52.465440
      2.05       3.35         -2184.874061      -1371029.172774            52.252714
      2.05       3.30         -2184.874812      -1371029.644034            51.781454
      2.05       3.25         -2184.875087      -1371029.816599            51.608889
      2.05       3.20         -2184.875866      -1371030.305429            51.120059
      2.05       3.15         -2184.876399      -1371030.639892            50.785597
      2.05       3.10         -2184.876646      -1371030.794886            50.630602
      2.05       3.05         -2184.877103      -1371031.081658            50.343830
      2.05       3.00         -2184.877518      -1371031.342075            50.083414
      2.05       2.95         -2184.877608      -1371031.398550            50.026938
      2.05       2.90         -2184.877899      -1371031.581156            49.844333
      2.05       2.85         -2184.878086      -1371031.698500            49.726988
      2.05       2.80         -2184.877956      -1371031.616924            49.808564
      2.05       2.75         -2184.878060      -1371031.682185            49.743304
      2.05       2.70         -2184.878135      -1371031.729248            49.696240
      2.05       2.65         -2184.877903      -1371031.583666            49.841823
      2.05       2.60         -2184.877855      -1371031.553545            49.871943
      2.05       2.55         -2184.877845      -1371031.547270            49.878218
      2.05       2.50         -2184.877686      -1371031.447496            49.977992
      2.05       2.45         -2184.877986      -1371031.635749            49.789739
      2.05       2.40         -2184.878227      -1371031.786979            49.638509
      2.05       2.35         -2184.879204      -1371032.400056            49.025433
      2.05       2.30         -2184.880192      -1371033.020035            48.405453
      2.05       2.25         -2184.881910      -1371034.098096            47.327392
      2.05       2.20         -2184.883780      -1371035.271539            46.153949
      2.05       2.15         -2184.886431      -1371036.935067            44.490422
      2.05       2.10         -2184.889238      -1371038.696486            42.729003
      2.05       2.05         -2184.893603      -1371041.435564            39.989924
      2.05       2.00         -2184.897568      -1371043.923640            37.501849
      2.05       1.95         -2184.901528      -1371046.408577            35.016911
      2.05       1.90         -2184.905766      -1371049.067962            32.357526
      2.05       1.85         -2184.910311      -1371051.919993            29.505495
      2.05       1.80         -2184.914569      -1371054.591928            26.833560
      2.05       1.75         -2184.918635      -1371057.143382            24.282107
      2.05       1.70         -2184.922252      -1371059.413083            22.012405
      2.05       1.65         -2184.924937      -1371061.097946            20.327542
      2.05       1.60         -2184.926725      -1371062.219933            19.205555
      2.05       1.55         -2184.927185      -1371062.508588            18.916901
      2.05       1.50         -2184.925343      -1371061.352715            20.072773
      2.00       3.95         -2184.858781      -1371019.584430            61.841059
      2.00       3.90         -2184.859688      -1371020.153581            61.271908
      2.00       3.85         -2184.860363      -1371020.577150            60.848339
      2.00       3.80         -2184.860668      -1371020.768540            60.656948
      2.00       3.75         -2184.861426      -1371021.244192            60.181296
      2.00       3.70         -2184.862208      -1371021.734905            59.690584
      2.00       3.65         -2184.862794      -1371022.102625            59.322863
      2.00       3.60         -2184.864342      -1371023.074010            58.351478
      2.00       3.55         -2184.865001      -1371023.487539            57.937950
      2.00       3.50         -2184.865817      -1371023.999586            57.425902
      2.00       3.45         -2184.866484      -1371024.418135            57.007353
      2.00       3.40         -2184.866872      -1371024.661609            56.763880
      2.00       3.35         -2184.867661      -1371025.156714            56.268775
      2.00       3.30         -2184.868466      -1371025.661859            55.763629
      2.00       3.25         -2184.868914      -1371025.942983            55.482505
      2.00       3.20         -2184.869630      -1371026.392280            55.033208
      2.00       3.15         -2184.870493      -1371026.933821            54.491668
      2.00       3.10         -2184.871088      -1371027.307189            54.118300
      2.00       3.05         -2184.871699      -1371027.690597            53.734891
      2.00       3.00         -2184.871988      -1371027.871947            53.553541
      2.00       2.95         -2184.872591      -1371028.250335            53.175153
      2.00       2.90         -2184.873137      -1371028.592956            52.832533
      2.00       2.85         -2184.873343      -1371028.722223            52.703266
      2.00       2.80         -2184.873692      -1371028.941223            52.484265
      2.00       2.75         -2184.873853      -1371029.042252            52.383236
      2.00       2.70         -2184.874161      -1371029.235525            52.189963
      2.00       2.65         -2184.874181      -1371029.248075            52.177413
      2.00       2.60         -2184.874541      -1371029.473979            51.951509
      2.00       2.55         -2184.874675      -1371029.558065            51.867423
      2.00       2.50         -2184.875274      -1371029.933943            51.491545
      2.00       2.45         -2184.875771      -1371030.245816            51.179673
      2.00       2.40         -2184.876953      -1371030.987532            50.437957
      2.00       2.35         -2184.878131      -1371031.726738            49.698750
      2.00       2.30         -2184.880048      -1371032.929674            48.495815
      2.00       2.25         -2184.882048      -1371034.184693            47.240796
      2.00       2.20         -2184.884844      -1371035.939209            45.486279
      2.00       2.15         -2184.887718      -1371037.742671            43.682817
      2.00       2.10         -2184.892475      -1371040.727734            40.697754
      2.00       2.05         -2184.896486      -1371043.244674            38.180814
      2.00       2.00         -2184.900560      -1371045.801148            35.624340
      2.00       1.95         -2184.904898      -1371048.523284            32.902204
      2.00       1.90         -2184.909469      -1371051.391630            30.033858
      2.00       1.85         -2184.913906      -1371054.175889            27.249599
      2.00       1.80         -2184.918321      -1371056.946344            24.479145
      2.00       1.75         -2184.922616      -1371059.641497            21.783991
      2.00       1.70         -2184.926256      -1371061.925631            19.499857
      2.00       1.65         -2184.929203      -1371063.774902            17.650586
      2.00       1.60         -2184.931040      -1371064.927637            16.497852
      2.00       1.55         -2184.931323      -1371065.105222            16.320266
      2.00       1.50         -2184.929577      -1371064.009590            17.415898
      1.95       3.95         -2184.854716      -1371017.033604            64.391885
      1.95       3.90         -2184.855465      -1371017.503608            63.921880
      1.95       3.85         -2184.856106      -1371017.905842            63.519647
      1.95       3.80         -2184.856885      -1371018.394672            63.030817
      1.95       3.75         -2184.857323      -1371018.669521            62.755967
      1.95       3.70         -2184.857988      -1371019.086815            62.338674
      1.95       3.65         -2184.858844      -1371019.623963            61.801526
      1.95       3.60         -2184.859251      -1371019.879359            61.546129
      1.95       3.55         -2184.860120      -1371020.424665            61.000823
      1.95       3.50         -2184.861389      -1371021.220974            60.204514
      1.95       3.45         -2184.863168      -1371022.337314            59.088175
      1.95       3.40         -2184.864120      -1371022.934703            58.490786
      1.95       3.35         -2184.864619      -1371023.247830            58.177658
      1.95       3.30         -2184.865517      -1371023.811333            57.614155
      1.95       3.25         -2184.865953      -1371024.084928            57.340561
      1.95       3.20         -2184.866799      -1371024.615801            56.809688
      1.95       3.15         -2184.867189      -1371024.860529            56.564959
      1.95       3.10         -2184.868046      -1371025.398305            56.027183
      1.95       3.05         -2184.868401      -1371025.621071            55.804418
      1.95       3.00         -2184.869186      -1371026.113666            55.311823
      1.95       2.95         -2184.869875      -1371026.546020            54.879469
      1.95       2.90         -2184.870223      -1371026.764393            54.661095
      1.95       2.85         -2184.870724      -1371027.078775            54.346713
      1.95       2.80         -2184.871240      -1371027.402570            54.022918
      1.95       2.75         -2184.871483      -1371027.555055            53.870433
      1.95       2.70         -2184.873007      -1371028.511379            52.914109
      1.95       2.65         -2184.873580      -1371028.870942            52.554546
      1.95       2.60         -2184.873992      -1371029.129476            52.296012
      1.95       2.55         -2184.874760      -1371029.611403            51.814085
      1.95       2.50         -2184.875469      -1371030.056308            51.369181
      1.95       2.45         -2184.876614      -1371030.774806            50.650682
      1.95       2.40         -2184.878026      -1371031.660849            49.764639
      1.95       2.35         -2184.879763      -1371032.750833            48.674655
      1.95       2.30         -2184.881892      -1371034.086801            47.338687
      1.95       2.25         -2184.884183      -1371035.524425            45.901063
      1.95       2.20         -2184.887199      -1371037.416994            44.008494
      1.95       2.15         -2184.890315      -1371039.372313            42.053175
      1.95       2.10         -2184.894117      -1371041.758104            39.667384
      1.95       2.05         -2184.898012      -1371044.202254            37.223234
      1.95       2.00         -2184.903043      -1371047.359254            34.066234
      1.95       1.95         -2184.907744      -1371050.309176            31.116312
      1.95       1.90         -2184.912484      -1371053.283571            28.141917
      1.95       1.85         -2184.917921      -1371056.695340            24.730148
      1.95       1.80         -2184.922617      -1371059.642124            21.783364
      1.95       1.75         -2184.926943      -1371062.356730            19.068758
      1.95       1.70         -2184.930764      -1371064.754444            16.671044
      1.95       1.65         -2184.933832      -1371066.679643            14.745845
      1.95       1.60         -2184.935679      -1371067.838653            13.586835
      1.95       1.55         -2184.936034      -1371068.061419            13.364069
      1.95       1.50         -2184.934471      -1371067.080622            14.344867
      1.90       3.95         -2184.850025      -1371014.089957            67.335532
      1.90       3.90         -2184.851314      -1371014.898816            66.526672
      1.90       3.85         -2184.852129      -1371015.410237            66.015252
      1.90       3.80         -2184.852781      -1371015.819373            65.606116
      1.90       3.75         -2184.853618      -1371016.344598            65.080890
      1.90       3.70         -2184.854231      -1371016.729261            64.696227
      1.90       3.65         -2184.854884      -1371017.139025            64.286463
      1.90       3.60         -2184.855801      -1371017.714451            63.711037
      1.90       3.55         -2184.856320      -1371018.040129            63.385359
      1.90       3.50         -2184.858076      -1371019.142035            62.283453
      1.90       3.45         -2184.858852      -1371019.628983            61.796505
      1.90       3.40         -2184.859749      -1371020.191859            61.233629
      1.90       3.35         -2184.860570      -1371020.707044            60.718444
      1.90       3.30         -2184.861134      -1371021.060959            60.364529
      1.90       3.25         -2184.862160      -1371021.704784            59.720704
      1.90       3.20         -2184.862757      -1371022.079407            59.346081
      1.90       3.15         -2184.863966      -1371022.838066            58.587422
      1.90       3.10         -2184.864676      -1371023.283598            58.141890
      1.90       3.05         -2184.865452      -1371023.770545            57.654943
      1.90       3.00         -2184.865917      -1371024.062337            57.363151
      1.90       2.95         -2184.866782      -1371024.605133            56.820355
      1.90       2.90         -2184.867238      -1371024.891277            56.534211
      1.90       2.85         -2184.867963      -1371025.346222            56.079267
      1.90       2.80         -2184.868691      -1371025.803048            55.622440
      1.90       2.75         -2184.869156      -1371026.094840            55.330648
      1.90       2.70         -2184.869809      -1371026.504604            54.920884
      1.90       2.65         -2184.870670      -1371027.044890            54.380599
      1.90       2.60         -2184.871402      -1371027.504227            53.921262
      1.90       2.55         -2184.872469      -1371028.173779            53.251709
      1.90       2.50         -2184.873948      -1371029.101866            52.323622
      1.90       2.45         -2184.875579      -1371030.125334            51.300155
      1.90       2.40         -2184.877693      -1371031.451889            49.973599
      1.90       2.35         -2184.879879      -1371032.823624            48.601864
      1.90       2.30         -2184.882543      -1371034.495310            46.930179
      1.90       2.25         -2184.885849      -1371036.569856            44.855632
      1.90       2.20         -2184.889170      -1371038.653815            42.771673
      1.90       2.15         -2184.892866      -1371040.973090            40.452398
      1.90       2.10         -2184.896716      -1371043.389001            38.036487
      1.90       2.05         -2184.901229      -1371046.220952            35.204537
      1.90       2.00         -2184.905733      -1371049.047254            32.378234
      1.90       1.95         -2184.910610      -1371052.107618            29.317870
      1.90       1.90         -2184.916440      -1371055.765998            25.659490
      1.90       1.85         -2184.921386      -1371058.869660            22.555828
      1.90       1.80         -2184.926165      -1371061.868528            19.556960
      1.90       1.75         -2184.930605      -1371064.654670            16.770818
      1.90       1.70         -2184.934526      -1371067.115135            14.310354
      1.90       1.65         -2184.937677      -1371069.092417            12.333071
      1.90       1.60         -2184.939733      -1371070.382577            11.042912
      1.90       1.55         -2184.940491      -1371070.858229            10.567260
      1.90       1.50         -2184.938976      -1371069.907552            11.517936
      1.85       3.95         -2184.845259      -1371011.099246            70.326242
      1.85       3.90         -2184.846092      -1371011.621962            69.803526
      1.85       3.85         -2184.847070      -1371012.235666            69.189822
      1.85       3.80         -2184.847675      -1371012.615309            68.810179
      1.85       3.75         -2184.851378      -1371014.938977            66.486511
      1.85       3.70         -2184.852670      -1371015.749719            65.675769
      1.85       3.65         -2184.853413      -1371016.215959            65.209530
      1.85       3.60         -2184.854516      -1371016.908102            64.517387
      1.85       3.55         -2184.855137      -1371017.297785            64.127703
      1.85       3.50         -2184.856150      -1371017.933452            63.492036
      1.85       3.45         -2184.856720      -1371018.291133            63.134356
      1.85       3.40         -2184.857799      -1371018.968215            62.457273
      1.85       3.35         -2184.858397      -1371019.343466            62.082022
      1.85       3.30         -2184.859535      -1371020.057572            61.367917
      1.85       3.25         -2184.860158      -1371020.448510            60.976978
      1.85       3.20         -2184.861031      -1371020.996326            60.429162
      1.85       3.15         -2184.861566      -1371021.332043            60.093445
      1.85       3.10         -2184.862650      -1371022.012264            59.413225
      1.85       3.05         -2184.863182      -1371022.346099            59.079389
      1.85       3.00         -2184.864223      -1371022.999336            58.426152
      1.85       2.95         -2184.864769      -1371023.341956            58.083532
      1.85       2.90         -2184.865500      -1371023.800666            57.624823
      1.85       2.85         -2184.866330      -1371024.321499            57.103990
      1.85       2.80         -2184.866849      -1371024.647176            56.778312
      1.85       2.75         -2184.867710      -1371025.187462            56.238027
      1.85       2.70         -2184.868727      -1371025.825639            55.599849
      1.85       2.65         -2184.869572      -1371026.355884            55.069604
      1.85       2.60         -2184.870774      -1371027.110151            54.315338
      1.85       2.55         -2184.871946      -1371027.845592            53.579896
      1.85       2.50         -2184.873891      -1371029.066098            52.359391
      1.85       2.45         -2184.875731      -1371030.220715            51.204773
      1.85       2.40         -2184.878854      -1371032.180427            49.245061
      1.85       2.35         -2184.881500      -1371033.840817            47.584671
      1.85       2.30         -2184.884484      -1371035.713306            45.712183
      1.85       2.25         -2184.887593      -1371037.664233            43.761256
      1.85       2.20         -2184.891292      -1371039.985390            41.440098
      1.85       2.15         -2184.895032      -1371042.332276            39.093213
      1.85       2.10         -2184.899525      -1371045.151676            36.273813
      1.85       2.05         -2184.903992      -1371047.954760            33.470728
      1.85       2.00         -2184.908747      -1371050.938568            30.486920
      1.85       1.95         -2184.913900      -1371054.172124            27.253364
      1.85       1.90         -2184.918844      -1371057.274531            24.150957
      1.85       1.85         -2184.923801      -1371060.385096            21.040393
      1.85       1.80         -2184.928833      -1371063.542723            17.882765
      1.85       1.75         -2184.933348      -1371066.375929            15.049560
      1.85       1.70         -2184.937357      -1371068.891614            12.533874
      1.85       1.65         -2184.940472      -1371070.846306            10.579182
      1.85       1.60         -2184.942554      -1371072.152781             9.272707
      1.85       1.55         -2184.943714      -1371072.880692             8.544797
      1.85       1.50         -2184.942343      -1371072.020376             9.405112
      1.80       3.95         -2184.892433      -1371040.701378            40.724110
      1.80       3.90         -2184.892950      -1371041.025801            40.399687
      1.80       3.85         -2184.893527      -1371041.387874            40.037614
      1.80       3.80         -2184.893687      -1371041.488275            39.937213
      1.80       3.75         -2184.894178      -1371041.796382            39.629106
      1.80       3.70         -2184.894144      -1371041.775047            39.650441
      1.80       3.65         -2184.894688      -1371042.116412            39.309076
      1.80       3.60         -2184.894642      -1371042.087547            39.337941
      1.80       3.55         -2184.895261      -1371042.475975            38.949513
      1.80       3.50         -2184.895172      -1371042.420127            39.005361
      1.80       3.45         -2184.895416      -1371042.573239            38.852249
      1.80       3.40         -2184.895129      -1371042.393144            39.032344
      1.80       3.35         -2184.895552      -1371042.658580            38.766908
      1.80       3.30         -2184.895315      -1371042.509861            38.915628
      1.80       3.25         -2184.895148      -1371042.405067            39.020422
      1.80       3.20         -2184.894505      -1371042.001578            39.423910
      1.80       3.15         -2184.893761      -1371041.534711            39.890777
      1.80       3.10         -2184.893249      -1371041.213426            40.212062
      1.80       3.05         -2184.892164      -1371040.532578            40.892910
      1.80       3.00         -2184.891162      -1371039.903814            41.521674
      1.80       2.95         -2184.892749      -1371040.899671            40.525817
      1.80       2.90         -2184.891551      -1371040.147915            41.277573
      1.80       2.85         -2184.890112      -1371039.244929            42.180559
      1.80       2.80         -2184.888259      -1371038.082154            43.343334
      1.80       2.75         -2184.886227      -1371036.807055            44.618434
      1.80       2.70         -2184.883829      -1371035.302287            46.123201
      1.80       2.65         -2184.881212      -1371033.660095            47.765394
      1.80       2.60         -2184.878349      -1371031.863535            49.561953
      1.80       2.55         -2184.874976      -1371029.746946            51.678543
      1.80       2.50         -2184.872594      -1371028.252218            53.173270
      1.80       2.45         -2184.869112      -1371026.067230            55.358258
      1.80       2.40         -2184.865364      -1371023.715324            57.710164
      1.80       2.35         -2184.861453      -1371021.261135            60.164353
      1.80       2.30         -2184.857284      -1371018.645048            62.780440
      1.80       2.25         -2184.853424      -1371016.222861            65.202627
      1.80       2.20         -2184.849256      -1371013.607402            67.818086
      1.80       2.15         -2184.845773      -1371011.421786            70.003702
      1.80       2.10         -2184.901971      -1371046.686564            34.738924
      1.80       2.05         -2184.906997      -1371049.840426            31.585062
      1.80       2.00         -2184.911873      -1371052.900163            28.525326
      1.80       1.95         -2184.917014      -1371056.126189            25.299299
      1.80       1.90         -2184.922434      -1371059.527290            21.898198
      1.80       1.85         -2184.927562      -1371062.745159            18.680330
      1.80       1.80         -2184.932525      -1371065.859488            15.566000
      1.80       1.75         -2184.937524      -1371068.996408            12.429080
      1.80       1.70         -2184.941666      -1371071.595552             9.829936
      1.80       1.65         -2184.944972      -1371073.670099             7.755390
      1.80       1.60         -2184.947061      -1371074.980966             6.444522
      1.80       1.55         -2184.947694      -1371075.378179             6.047309
      1.80       1.50         -2184.946491      -1371074.623286             6.802203
      1.75       3.95         -2184.896359      -1371043.164981            38.260508
      1.75       3.90         -2184.896812      -1371043.449242            37.976246
      1.75       3.85         -2184.897316      -1371043.765507            37.659981
      1.75       3.80         -2184.897463      -1371043.857751            37.567737
      1.75       3.75         -2184.902277      -1371046.878582            34.546907
      1.75       3.70         -2184.902813      -1371047.214927            34.210562
      1.75       3.65         -2184.903249      -1371047.488521            33.936967
      1.75       3.60         -2184.903576      -1371047.693716            33.731772
      1.75       3.55         -2184.903580      -1371047.696227            33.729262
      1.75       3.50         -2184.903567      -1371047.688069            33.737419
      1.75       3.45         -2184.903720      -1371047.784078            33.641410
      1.75       3.40         -2184.903482      -1371047.634731            33.790758
      1.75       3.35         -2184.903248      -1371047.487893            33.937595
      1.75       3.30         -2184.902701      -1371047.144646            34.280843
      1.75       3.25         -2184.902205      -1371046.833401            34.592087
      1.75       3.20         -2184.901202      -1371046.204009            35.221479
      1.75       3.15         -2184.900529      -1371045.781695            35.643793
      1.75       3.10         -2184.899217      -1371044.958403            36.467086
      1.75       3.05         -2184.898280      -1371044.370426            37.055062
      1.75       3.00         -2184.896834      -1371043.463048            37.962441
      1.75       2.95         -2184.896148      -1371043.032576            38.392912
      1.75       2.90         -2184.894469      -1371041.978988            39.446501
      1.75       2.85         -2184.892423      -1371040.695103            40.730385
      1.75       2.80         -2184.889811      -1371039.056049            42.369440
      1.75       2.75         -2184.889640      -1371038.948744            42.476744
      1.75       2.70         -2184.887348      -1371037.510493            43.914996
      1.75       2.65         -2184.884669      -1371035.829395            45.596093
      1.75       2.60         -2184.881665      -1371033.944356            47.481132
      1.75       2.55         -2184.878324      -1371031.847847            49.577641
      1.75       2.50         -2184.874812      -1371029.644034            51.781454
      1.75       2.45         -2184.870713      -1371027.071873            54.353616
      1.75       2.40         -2184.867105      -1371024.807818            56.617670
      1.75       2.35         -2184.865038      -1371023.510756            57.914732
      1.75       2.30         -2184.861199      -1371021.101747            60.323741
      1.75       2.25         -2184.857138      -1371018.553432            62.872057
      1.75       2.20         -2184.853142      -1371016.045904            65.379585
      1.75       2.15         -2184.849291      -1371013.629365            67.796124
      1.75       2.10         -2184.903055      -1371047.366784            34.058704
      1.75       2.05         -2184.908275      -1371050.642383            30.783105
      1.75       2.00         -2184.913463      -1371053.897903            27.527586
      1.75       1.95         -2184.918713      -1371057.192327            24.233161
      1.75       1.90         -2184.924794      -1371061.008212            20.417276
      1.75       1.85         -2184.930103      -1371064.339660            17.085828
      1.75       1.80         -2184.935174      -1371067.521761            13.903727
      1.75       1.75         -2184.939882      -1371070.476075            10.949413
      1.75       1.70         -2184.944037      -1371073.083377             8.342111
      1.75       1.65         -2184.947418      -1371075.204987             6.220501
      1.75       1.60         -2184.949948      -1371076.792586             4.632902
      1.75       1.55         -2184.950682      -1371077.253178             4.172310
      1.75       1.50         -2184.949301      -1371076.386587             5.038901
      1.70       3.95         -2184.899033      -1371044.842941            36.582547
      1.70       3.90         -2184.899744      -1371045.289100            36.136388
      1.70       3.85         -2184.900318      -1371045.649291            35.776198
      1.70       3.80         -2184.900469      -1371045.744045            35.681444
      1.70       3.75         -2184.900896      -1371046.011991            35.413497
      1.70       3.70         -2184.901466      -1371046.369671            35.055817
      1.70       3.65         -2184.901571      -1371046.435560            34.989928
      1.70       3.60         -2184.902073      -1371046.750570            34.674919
      1.70       3.55         -2184.902147      -1371046.797005            34.628483
      1.70       3.50         -2184.902328      -1371046.910585            34.514904
      1.70       3.45         -2184.903715      -1371047.780940            33.644548
      1.70       3.40         -2184.903874      -1371047.880714            33.544774
      1.70       3.35         -2184.903901      -1371047.897657            33.527831
      1.70       3.30         -2184.903567      -1371047.688069            33.737419
      1.70       3.25         -2184.903231      -1371047.477226            33.948263
      1.70       3.20         -2184.902757      -1371047.179786            34.245702
      1.70       3.15         -2184.901856      -1371046.614400            34.811088
      1.70       3.10         -2184.901194      -1371046.198989            35.226499
      1.70       3.05         -2184.900194      -1371045.571479            35.854009
      1.70       3.00         -2184.898694      -1371044.630215            36.795273
      1.70       2.95         -2184.897402      -1371043.819473            37.606015
      1.70       2.90         -2184.896136      -1371043.025046            38.400442
      1.70       2.85         -2184.894155      -1371041.781950            39.643539
      1.70       2.80         -2184.893898      -1371041.620680            39.804808
      1.70       2.75         -2184.891990      -1371040.423392            41.002097
      1.70       2.70         -2184.889421      -1371038.811320            42.614168
      1.70       2.65         -2184.886776      -1371037.151557            44.273931
      1.70       2.60         -2184.883905      -1371035.349978            46.075511
      1.70       2.55         -2184.882034      -1371034.175907            47.249581
      1.70       2.50         -2184.878878      -1371032.195487            49.230001
      1.70       2.45         -2184.875342      -1371029.976614            51.448874
      1.70       2.40         -2184.871524      -1371027.580783            53.844705
      1.70       2.35         -2184.867657      -1371025.154204            56.271285
      1.70       2.30         -2184.863397      -1371022.481013            58.944475
      1.70       2.25         -2184.859304      -1371019.912617            61.512871
      1.70       2.20         -2184.855339      -1371017.424542            64.000946
      1.70       2.15         -2184.851191      -1371014.821633            66.603856
      1.70       2.10         -2184.906029      -1371049.232997            32.192491
      1.70       2.05         -2184.911300      -1371052.540600            28.884889
      1.70       2.00         -2184.916437      -1371055.764116            25.661372
      1.70       1.95         -2184.921954      -1371059.226086            22.199403
      1.70       1.90         -2184.927303      -1371062.582634            18.842854
      1.70       1.85         -2184.932661      -1371065.944830            15.480659
      1.70       1.80         -2184.937758      -1371069.143245            12.282243
      1.70       1.75         -2184.942549      -1371072.149643             9.275845
      1.70       1.70         -2184.946782      -1371074.805891             6.619597
      1.70       1.65         -2184.950287      -1371077.005312             4.420177
      1.70       1.60         -2184.953546      -1371079.050365             2.375123
      1.70       1.55         -2184.954457      -1371079.622026             1.803462
      1.70       1.50         -2184.953243      -1371078.860230             2.565259
      1.65       3.95         -2184.902175      -1371046.814576            34.610913
      1.65       3.90         -2184.902389      -1371046.948863            34.476626
      1.65       3.85         -2184.902726      -1371047.160333            34.265155
      1.65       3.80         -2184.903263      -1371047.497306            33.928182
      1.65       3.75         -2184.903281      -1371047.508601            33.916887
      1.65       3.70         -2184.903757      -1371047.807296            33.618193
      1.65       3.65         -2184.903740      -1371047.796628            33.628860
      1.65       3.60         -2184.904553      -1371048.306793            33.118695
      1.65       3.55         -2184.905773      -1371049.072355            32.353133
      1.65       3.50         -2184.906107      -1371049.281943            32.143545
      1.65       3.45         -2184.905922      -1371049.165854            32.259635
      1.65       3.40         -2184.906039      -1371049.239272            32.186216
      1.65       3.35         -2184.905968      -1371049.194719            32.230769
      1.65       3.30         -2184.905603      -1371048.965678            32.459810
      1.65       3.25         -2184.905201      -1371048.713419            32.712069
      1.65       3.20         -2184.904920      -1371048.537089            32.888399
      1.65       3.15         -2184.904146      -1371048.051397            33.374091
      1.65       3.10         -2184.903232      -1371047.477853            33.947635
      1.65       3.05         -2184.902428      -1371046.973336            34.452153
      1.65       3.00         -2184.901061      -1371046.115530            35.309958
      1.65       2.95         -2184.901013      -1371046.085410            35.340079
      1.65       2.90         -2184.899672      -1371045.243919            36.181569
      1.65       2.85         -2184.897956      -1371044.167113            37.258375
      1.65       2.80         -2184.896002      -1371042.940960            38.484529
      1.65       2.75         -2184.893487      -1371041.362773            40.062715
      1.65       2.70         -2184.891160      -1371039.902559            41.522929
      1.65       2.65         -2184.889955      -1371039.146410            42.279078
      1.65       2.60         -2184.887300      -1371037.480372            43.945116
      1.65       2.55         -2184.884145      -1371035.500580            45.924908
      1.65       2.50         -2184.880762      -1371033.377715            48.047773
      1.65       2.45         -2184.877014      -1371031.025810            50.399678
      1.65       2.40         -2184.873170      -1371028.613663            52.811825
      1.65       2.35         -2184.870202      -1371026.751215            54.674273
      1.65       2.30         -2184.866286      -1371024.293888            57.131600
      1.65       2.25         -2184.862247      -1371021.759377            59.666111
      1.65       2.20         -2184.858213      -1371019.228004            62.197484
      1.65       2.15         -2184.854397      -1371016.833428            64.592060
